#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A29FCF
#Date Time: 2022-04-06 19:20:10.910
#Sample rate: 4e+06Hz
#Samples: 4096

Time (s),Bus,nRESET,MODE,nCSW,nCSR,nINT
-8.975e-05,b01000011,1,1,1,0,1
-8.949999999999999e-05,b01000011,1,1,1,0,1
-8.925e-05,b01000011,1,1,1,0,1
-8.899999999999999e-05,b01000011,1,1,1,0,1
-8.875e-05,b01000011,1,1,1,0,1
-8.85e-05,b01000011,1,1,1,0,1
-8.825e-05,b01000011,1,1,1,0,1
-8.8e-05,b01000011,1,1,1,0,1
-8.775000000000001e-05,b01000011,1,1,1,0,1
-8.75e-05,b01000011,1,1,1,0,1
-8.725000000000001e-05,b01000011,1,1,1,0,1
-8.7e-05,b01000011,1,1,1,0,1
-8.674999999999999e-05,b01000011,1,1,1,0,1
-8.65e-05,b01000011,1,1,1,0,1
-8.625e-05,b01000011,1,1,1,0,1
-8.6e-05,b01000011,1,1,1,0,1
-8.575e-05,b01000011,1,1,1,0,1
-8.55e-05,b01000011,1,1,1,0,1
-8.525e-05,b01000011,1,1,1,0,1
-8.500000000000001e-05,b01000011,1,1,1,0,1
-8.475e-05,b01000011,1,1,1,0,1
-8.449999999999999e-05,b01000011,1,1,1,0,1
-8.425e-05,b01000011,1,1,1,0,1
-8.4e-05,b01000011,1,1,1,0,1
-8.375e-05,b01000011,1,1,1,0,1
-8.35e-05,b01000011,1,1,1,0,1
-8.325e-05,b01000011,1,1,1,0,1
-8.3e-05,b01000011,1,1,1,0,1
-8.275000000000001e-05,b01000011,1,1,1,0,1
-8.25e-05,b01000011,1,1,1,0,1
-8.224999999999999e-05,b01000011,1,1,1,0,1
-8.2e-05,b01000011,1,1,1,0,1
-8.174999999999999e-05,b01000011,1,1,1,0,1
-8.15e-05,b01000011,1,1,1,0,1
-8.125e-05,b01000011,1,1,1,0,1
-8.1e-05,b01000011,1,1,1,0,1
-8.075e-05,b01000011,1,1,1,0,1
-8.050000000000001e-05,b01000011,1,1,1,0,1
-8.025e-05,b01000011,1,1,1,0,1
-8.000000000000001e-05,b01000011,1,1,1,0,1
-7.975e-05,b01000011,1,1,1,0,1
-7.949999999999999e-05,b01000011,1,1,1,0,1
-7.925e-05,b01000011,1,1,1,0,1
-7.9e-05,b01000011,1,1,1,0,1
-7.875e-05,b01000011,1,1,1,0,1
-7.85e-05,b01000011,1,1,1,0,1
-7.825e-05,b01000011,1,1,1,0,1
-7.8e-05,b01000011,1,1,1,0,1
-7.775000000000001e-05,b01000011,1,1,1,0,1
-7.75e-05,b01000011,1,1,1,0,1
-7.724999999999999e-05,b01000011,1,1,1,0,1
-7.7e-05,b01000011,1,1,1,0,1
-7.675e-05,b01000011,1,1,1,0,1
-7.65e-05,b01000011,1,1,1,0,1
-7.625e-05,b01000011,1,1,1,0,1
-7.6e-05,b01000011,1,1,1,0,1
-7.575e-05,b01000011,1,1,1,0,1
-7.550000000000001e-05,b01000011,1,1,1,0,1
-7.525e-05,b01000011,1,1,1,0,1
-7.499999999999999e-05,b01000011,1,1,1,0,1
-7.475e-05,b01000011,1,1,1,0,1
-7.449999999999999e-05,b01000011,1,1,1,0,1
-7.425e-05,b01000011,1,1,1,0,1
-7.4e-05,b01000011,1,1,1,0,1
-7.375e-05,b01000011,1,1,1,0,1
-7.35e-05,b01000011,1,1,1,0,1
-7.325000000000001e-05,b01000011,1,1,1,0,1
-7.3e-05,b01000011,1,1,1,0,1
-7.275000000000001e-05,b01000011,1,1,1,0,1
-7.25e-05,b01000011,1,1,1,0,1
-7.224999999999999e-05,b01000011,1,1,1,0,1
-7.2e-05,b01000011,1,1,1,0,1
-7.175e-05,b01000011,1,1,1,0,1
-7.15e-05,b01000011,1,1,1,0,1
-7.125e-05,b01000011,1,1,1,0,1
-7.1e-05,b01000011,1,1,1,0,1
-7.075e-05,b01000011,1,1,1,0,1
-7.050000000000001e-05,b01000011,1,1,1,0,1
-7.025e-05,b01000011,1,1,1,0,1
-6.999999999999999e-05,b01000011,1,1,1,0,1
-6.975e-05,b01000011,1,1,1,0,1
-6.95e-05,b01000011,1,1,1,0,1
-6.925e-05,b01000011,1,1,1,0,1
-6.9e-05,b01000011,1,1,1,0,1
-6.875e-05,b01000011,1,1,1,0,1
-6.85e-05,b01000011,1,1,1,0,1
-6.825000000000001e-05,b01000011,1,1,1,0,1
-6.8e-05,b01000011,1,1,1,0,1
-6.774999999999999e-05,b01000011,1,1,1,0,1
-6.75e-05,b01000011,1,1,1,0,1
-6.724999999999999e-05,b01000011,1,1,1,0,1
-6.7e-05,b01000011,1,1,1,0,1
-6.675e-05,b01000011,1,1,1,0,1
-6.65e-05,b01000011,1,1,1,0,1
-6.625e-05,b01000011,1,1,1,0,1
-6.600000000000001e-05,b01000011,1,1,1,0,1
-6.575e-05,b01000011,1,1,1,0,1
-6.550000000000001e-05,b01000011,1,1,1,0,1
-6.525e-05,b01000011,1,1,1,0,1
-6.499999999999999e-05,b01000011,1,1,1,0,1
-6.475e-05,b01000011,1,1,1,0,1
-6.45e-05,b01000011,1,1,1,0,1
-6.425e-05,b01000011,1,1,1,0,1
-6.4e-05,b01000011,1,1,1,0,1
-6.375e-05,b01000011,1,1,1,0,1
-6.35e-05,b00000000,1,0,1,0,1
-6.325000000000001e-05,b00000000,1,0,1,0,1
-6.3e-05,b00000000,1,0,1,0,1
-6.274999999999999e-05,b00000000,1,0,1,0,1
-6.25e-05,b00000000,1,0,1,0,1
-6.225e-05,b00000000,1,0,1,0,1
-6.2e-05,b00000000,1,0,1,0,1
-6.175e-05,b00000000,1,0,1,0,1
-6.15e-05,b00000000,1,0,1,0,1
-6.125e-05,b00000000,1,0,1,0,1
-6.1e-05,b00000000,1,0,1,0,1
-6.075e-05,b00000000,1,0,1,0,1
-6.05e-05,b00000000,1,0,1,0,1
-6.025e-05,b00000000,1,0,1,0,1
-6e-05,b00000000,1,0,1,0,1
-5.975e-05,b00000000,1,0,1,0,1
-5.95e-05,b00000000,1,0,1,0,1
-5.925e-05,b00000000,1,0,1,0,1
-5.9e-05,b00000000,1,0,1,0,1
-5.875e-05,b00000000,1,0,1,0,1
-5.85e-05,b00000000,1,0,1,0,1
-5.825e-05,b00000000,1,0,1,0,1
-5.8e-05,b00000000,1,0,1,0,1
-5.775e-05,b00000000,1,0,1,0,1
-5.75e-05,b00000000,1,0,1,0,1
-5.725e-05,b00000000,1,0,1,0,1
-5.7e-05,b00000000,1,0,1,0,1
-5.675e-05,b00000000,1,0,1,0,1
-5.65e-05,b00000000,1,0,1,0,1
-5.625e-05,b00000000,1,0,1,0,1
-5.6e-05,b00000000,1,0,1,0,1
-5.575e-05,b00000000,1,0,1,0,1
-5.55e-05,b00000000,1,0,1,0,1
-5.525e-05,b00000000,1,0,1,0,1
-5.5e-05,b00000000,1,0,1,0,1
-5.475e-05,b00000000,1,0,1,0,1
-5.45e-05,b00000000,1,0,1,0,1
-5.425e-05,b00000000,1,0,1,0,1
-5.4e-05,b00000000,1,0,1,0,1
-5.375e-05,b00000000,1,0,1,0,1
-5.35e-05,b00000000,1,0,1,0,1
-5.325e-05,b00000000,1,0,1,0,1
-5.3e-05,b00000000,1,0,1,0,1
-5.275e-05,b00000000,1,0,1,0,1
-5.25e-05,b00000000,1,0,1,0,1
-5.225e-05,b00000000,0,0,1,0,1
-5.2e-05,b00000000,0,0,1,0,1
-5.175e-05,b00000000,0,0,1,0,1
-5.15e-05,b00000000,0,0,1,0,1
-5.125e-05,b00000000,0,0,1,0,1
-5.1e-05,b00000000,0,0,1,0,1
-5.075e-05,b00000000,0,0,1,0,1
-5.05e-05,b00000000,0,0,1,0,1
-5.025e-05,b00000000,0,0,1,0,1
-5e-05,b00000000,0,0,1,0,1
-4.975e-05,b00000000,0,0,1,0,1
-4.95e-05,b00000000,0,0,1,0,1
-4.925e-05,b00000000,0,0,1,0,1
-4.9e-05,b00000000,0,0,1,0,1
-4.875e-05,b00000000,0,0,1,0,1
-4.85e-05,b00000000,0,0,1,0,1
-4.825e-05,b00000000,0,0,1,0,1
-4.8e-05,b00000000,0,0,1,0,1
-4.775e-05,b00000000,0,0,1,0,1
-4.75e-05,b00000000,0,0,1,0,1
-4.725e-05,b00000000,0,0,1,0,1
-4.7e-05,b00000000,0,0,1,0,1
-4.675e-05,b00000000,0,0,1,0,1
-4.65e-05,b00000000,0,0,1,0,1
-4.625e-05,b00000000,0,0,1,0,1
-4.6e-05,b00000000,0,0,1,0,1
-4.575e-05,b00000000,0,0,1,0,1
-4.55e-05,b00000000,0,0,1,0,1
-4.525e-05,b00000000,0,0,1,0,1
-4.5e-05,b00000000,0,0,1,0,1
-4.475e-05,b00000000,0,0,1,0,1
-4.45e-05,b00000000,0,0,1,0,1
-4.425e-05,b00000000,0,0,1,0,1
-4.4e-05,b00000000,0,0,1,0,1
-4.375e-05,b00000000,0,0,1,0,1
-4.35e-05,b00000000,0,0,1,0,1
-4.325e-05,b00000000,0,0,1,0,1
-4.3e-05,b00000000,0,0,1,0,1
-4.275e-05,b00000000,0,0,1,0,1
-4.25e-05,b00000000,0,0,1,0,1
-4.225e-05,b00000000,0,0,1,0,1
-4.2e-05,b00000000,0,0,1,0,1
-4.175e-05,b00000000,0,0,1,0,1
-4.15e-05,b00000000,0,0,1,0,1
-4.125e-05,b00000000,0,0,1,0,1
-4.1e-05,b00000000,0,0,1,0,1
-4.075e-05,b00000000,0,0,1,0,1
-4.05e-05,b00000000,0,0,1,0,1
-4.025e-05,b00000000,0,0,1,0,1
-4e-05,b00000000,0,0,1,0,1
-3.975e-05,b00000000,0,0,1,0,1
-3.95e-05,b00000000,0,0,1,0,1
-3.925e-05,b00000000,0,0,1,1,1
-3.9e-05,b00000000,0,0,1,1,1
-3.875e-05,b00000000,0,0,1,1,1
-3.85e-05,b00000000,0,0,1,1,1
-3.825e-05,b00000000,0,0,1,1,1
-3.8e-05,b00000000,0,0,1,1,1
-3.775e-05,b00000000,0,0,1,1,1
-3.75e-05,b00000000,0,0,1,1,1
-3.725e-05,b00000000,0,0,1,1,1
-3.7e-05,b00000000,0,0,1,1,1
-3.675e-05,b00000000,0,0,1,1,1
-3.65e-05,b00000000,0,0,1,1,1
-3.625e-05,b00000000,0,0,1,1,1
-3.6e-05,b00000000,0,0,1,1,1
-3.575e-05,b00000000,0,0,1,1,1
-3.55e-05,b00000000,0,0,1,1,1
-3.525e-05,b00000000,0,0,1,1,1
-3.5e-05,b00000000,0,0,1,1,1
-3.475e-05,b00000000,0,0,1,1,1
-3.45e-05,b00000000,0,0,1,1,1
-3.425e-05,b00000000,0,0,1,1,1
-3.4e-05,b00000000,0,0,1,1,1
-3.375e-05,b00000000,0,0,1,1,1
-3.35e-05,b00000000,0,0,1,1,1
-3.325e-05,b00000000,0,0,1,1,1
-3.3e-05,b00000000,0,0,1,1,1
-3.275e-05,b00000000,0,0,1,1,1
-3.25e-05,b00000000,0,0,1,1,1
-3.225e-05,b00000000,0,0,1,1,1
-3.2e-05,b00000000,0,0,1,1,1
-3.175e-05,b00000000,0,0,1,1,1
-3.15e-05,b00000000,0,0,1,1,1
-3.125e-05,b00000000,0,0,1,1,1
-3.1e-05,b00000000,0,0,1,1,1
-3.075e-05,b00000000,0,0,1,1,1
-3.05e-05,b00000000,0,0,1,1,1
-3.025e-05,b00000000,0,0,1,1,1
-3e-05,b00000000,0,0,1,1,1
-2.975e-05,b00000000,0,0,1,1,1
-2.95e-05,b00000000,0,0,1,1,1
-2.925e-05,b00000000,0,0,1,1,1
-2.9e-05,b00000000,0,0,1,1,1
-2.875e-05,b00000000,0,0,1,1,1
-2.85e-05,b00000000,0,0,1,1,1
-2.825e-05,b00000000,0,0,1,1,1
-2.8e-05,b00000000,0,0,1,1,1
-2.775e-05,b00000000,0,0,1,1,1
-2.75e-05,b00000000,0,0,1,1,1
-2.725e-05,b00000000,0,0,1,1,1
-2.7e-05,b00000000,0,0,1,1,1
-2.675e-05,b00000000,0,0,1,1,1
-2.65e-05,b00000000,0,0,1,1,1
-2.625e-05,b00000000,0,0,1,1,1
-2.6e-05,b00000000,0,0,1,1,1
-2.575e-05,b00000000,0,0,1,1,1
-2.55e-05,b00000000,0,0,1,1,1
-2.525e-05,b00000000,0,0,1,1,1
-2.5e-05,b00000000,0,0,1,1,1
-2.475e-05,b00000000,0,0,1,1,1
-2.45e-05,b00000000,0,0,1,1,1
-2.425e-05,b00000000,0,0,1,1,1
-2.4e-05,b00000000,0,0,1,1,1
-2.375e-05,b00000000,0,0,1,1,1
-2.35e-05,b00000000,0,0,1,1,1
-2.325e-05,b00000000,0,0,1,1,1
-2.3e-05,b00000000,0,0,1,1,1
-2.275e-05,b00000000,0,0,1,1,1
-2.25e-05,b00000000,0,0,1,1,1
-2.225e-05,b00000000,0,0,1,1,1
-2.2e-05,b00000000,0,0,1,1,1
-2.175e-05,b00000000,0,0,1,1,1
-2.15e-05,b00000000,0,0,1,1,1
-2.125e-05,b00000000,0,0,1,1,1
-2.1e-05,b00000000,0,0,1,1,1
-2.075e-05,b00000000,0,0,1,1,1
-2.05e-05,b00000000,0,0,1,1,1
-2.025e-05,b00000000,0,0,1,1,1
-2e-05,b00000000,0,0,1,1,1
-1.975e-05,b00000000,0,0,1,1,1
-1.95e-05,b00000000,0,0,1,1,1
-1.925e-05,b00000000,0,0,1,1,1
-1.9e-05,b00000000,0,0,1,1,1
-1.875e-05,b00000000,0,0,1,1,1
-1.85e-05,b00000000,0,0,1,1,1
-1.825e-05,b00000000,0,0,1,1,1
-1.8e-05,b00000000,0,0,1,1,1
-1.775e-05,b00000000,0,0,1,1,1
-1.75e-05,b00000000,0,0,1,1,1
-1.725e-05,b00000000,0,0,1,1,1
-1.7e-05,b00000000,0,0,1,1,1
-1.675e-05,b00000000,0,0,1,1,1
-1.65e-05,b00000000,0,0,1,1,1
-1.625e-05,b00000000,0,0,1,1,1
-1.6e-05,b00000000,0,0,1,1,1
-1.575e-05,b00000000,0,0,1,1,1
-1.55e-05,b00000000,0,0,1,1,1
-1.525e-05,b00000000,0,0,1,1,1
-1.5e-05,b00000000,0,0,1,1,1
-1.475e-05,b00000000,0,0,1,1,1
-1.45e-05,b00000000,0,0,1,1,1
-1.425e-05,b00000000,0,0,1,1,1
-1.4e-05,b00000000,0,0,1,1,1
-1.375e-05,b00000000,0,0,1,1,1
-1.35e-05,b00000000,0,0,1,1,1
-1.325e-05,b00000000,0,0,1,1,1
-1.3e-05,b00000000,0,0,1,1,1
-1.275e-05,b00000000,0,0,1,1,1
-1.25e-05,b00000000,0,0,1,1,1
-1.225e-05,b00000000,0,0,1,1,1
-1.2e-05,b00000000,0,0,1,1,1
-1.175e-05,b00000000,0,0,1,1,1
-1.15e-05,b00000000,0,0,1,1,1
-1.125e-05,b00000000,0,0,1,1,1
-1.1e-05,b00000000,0,0,1,1,1
-1.075e-05,b00000000,0,0,1,1,1
-1.05e-05,b00000000,0,0,1,1,1
-1.025e-05,b00000000,0,0,1,1,1
-1e-05,b00000000,0,0,1,1,1
-9.75e-06,b00000000,0,0,1,1,1
-9.500000000000001e-06,b00000000,0,0,1,1,1
-9.25e-06,b00000000,0,0,1,1,1
-9e-06,b00000000,0,0,1,1,1
-8.749999999999999e-06,b00000000,0,0,1,1,1
-8.5e-06,b00000000,0,0,1,1,1
-8.250000000000001e-06,b00000000,0,0,1,1,1
-8e-06,b00000000,0,0,1,1,1
-7.75e-06,b00000000,0,0,1,1,1
-7.5e-06,b00000000,0,0,1,1,1
-7.25e-06,b00000000,0,0,1,1,1
-7e-06,b00000000,0,0,1,1,1
-6.75e-06,b00000000,0,0,1,1,1
-6.5e-06,b00000000,0,0,1,1,1
-6.25e-06,b00000000,0,0,1,1,1
-6e-06,b00000000,0,0,1,1,1
-5.75e-06,b00000000,0,0,1,1,1
-5.5e-06,b00000000,0,0,1,1,1
-5.25e-06,b00000000,0,0,1,1,1
-5e-06,b00000000,0,0,1,1,1
-4.75e-06,b00000000,0,0,1,1,1
-4.5e-06,b00000000,0,0,1,1,1
-4.25e-06,b00000000,0,0,1,1,1
-4e-06,b00000000,0,0,1,1,1
-3.75e-06,b00000000,0,0,1,1,1
-3.5e-06,b00000000,0,0,1,1,1
-3.25e-06,b00000000,0,0,1,1,1
-3e-06,b00000000,0,0,1,1,1
-2.75e-06,b00000000,0,0,1,1,1
-2.5e-06,b00000000,0,0,1,1,1
-2.25e-06,b00000000,0,0,1,1,1
-2e-06,b00000000,0,0,1,1,1
-1.75e-06,b00000000,0,0,1,1,1
-1.5e-06,b00000000,0,0,1,1,1
-1.25e-06,b00000000,0,0,1,1,1
-1e-06,b00000000,0,0,1,1,1
-7.5e-07,b00000000,0,0,1,1,1
-5e-07,b00000000,1,0,1,1,1
-2.5e-07,b00000000,1,0,1,1,1
0,b00000000,1,0,1,1,1
2.5e-07,b00000000,1,0,1,1,1
5e-07,b00000000,1,0,1,1,1
7.5e-07,b00000000,1,0,1,1,1
1e-06,b00000000,1,0,1,1,1
1.25e-06,b00000000,1,0,1,1,1
1.5e-06,b00000000,1,0,1,1,1
1.75e-06,b00000000,1,0,1,1,1
2e-06,b00000000,1,0,1,1,1
2.25e-06,b00000000,1,0,1,1,1
2.5e-06,b00000000,1,0,1,1,1
2.75e-06,b00000000,1,0,1,1,1
3e-06,b00000000,1,0,1,1,1
3.25e-06,b00000000,1,0,1,1,1
3.5e-06,b00000000,1,0,1,1,1
3.75e-06,b00000000,1,0,1,1,1
4e-06,b00000000,1,0,1,1,1
4.25e-06,b00000000,1,0,1,1,1
4.5e-06,b00000000,1,0,1,1,1
4.75e-06,b00000000,1,0,1,1,1
5e-06,b00000000,1,0,1,1,1
5.25e-06,b00000000,1,0,1,1,1
5.5e-06,b00000000,1,0,1,1,1
5.75e-06,b00000000,1,0,1,1,1
6e-06,b00000000,1,0,1,1,1
6.25e-06,b00000000,1,0,1,1,1
6.5e-06,b00000000,1,0,1,1,1
6.75e-06,b00000000,1,0,1,1,1
7e-06,b00000000,1,0,1,1,1
7.25e-06,b00000000,1,0,1,1,1
7.5e-06,b00000000,1,0,1,1,1
7.75e-06,b00000000,1,0,1,1,1
8e-06,b00000000,1,0,1,1,1
8.250000000000001e-06,b00000000,1,0,1,1,1
8.5e-06,b00000000,1,0,1,1,1
8.749999999999999e-06,b00000000,1,0,1,1,1
9e-06,b00000000,1,0,1,1,1
9.25e-06,b00000000,1,0,1,1,1
9.500000000000001e-06,b00000000,1,0,1,1,1
9.75e-06,b00000000,1,0,1,1,1
1e-05,b00000000,1,0,1,1,1
1.025e-05,b00000000,1,0,1,1,1
1.05e-05,b00000000,1,0,1,1,1
1.075e-05,b00000000,1,0,1,1,1
1.1e-05,b00000000,1,0,1,1,1
1.125e-05,b00000000,1,0,1,1,1
1.15e-05,b00000000,1,0,1,1,1
1.175e-05,b00000000,1,0,1,1,1
1.2e-05,b00000000,1,0,1,1,1
1.225e-05,b00000000,1,0,1,1,1
1.25e-05,b00000000,1,0,1,1,1
1.275e-05,b00000000,1,0,1,1,1
1.3e-05,b00000000,1,0,1,1,1
1.325e-05,b00000000,1,0,1,1,1
1.35e-05,b00000000,1,0,1,1,1
1.375e-05,b00000000,1,0,1,1,1
1.4e-05,b00000000,1,0,1,1,1
1.425e-05,b00000000,1,0,1,1,1
1.45e-05,b00000000,1,0,1,1,1
1.475e-05,b00000000,1,0,1,1,1
1.5e-05,b00000000,1,0,1,1,1
1.525e-05,b00000000,1,0,1,1,1
1.55e-05,b00000000,1,0,1,1,1
1.575e-05,b00000000,1,0,1,1,1
1.6e-05,b00000000,1,0,1,1,1
1.625e-05,b00000000,1,0,1,1,1
1.65e-05,b00000000,1,0,1,1,1
1.675e-05,b00000000,1,0,1,1,1
1.7e-05,b00000000,1,0,1,1,1
1.725e-05,b00000000,1,0,1,1,1
1.75e-05,b00000000,1,0,1,1,1
1.775e-05,b00000000,1,0,1,1,1
1.8e-05,b00000000,1,0,1,1,1
1.825e-05,b00000000,1,0,1,1,1
1.85e-05,b00000000,1,0,1,1,1
1.875e-05,b00000000,1,0,1,1,1
1.9e-05,b00000000,1,0,1,1,1
1.925e-05,b00000000,1,0,1,1,1
1.95e-05,b00000000,1,0,1,1,1
1.975e-05,b00000000,1,0,1,1,1
2e-05,b00000000,1,0,1,1,1
2.025e-05,b00000000,1,0,1,1,1
2.05e-05,b00000000,1,0,1,1,1
2.075e-05,b00000000,1,0,1,1,1
2.1e-05,b00000000,1,0,1,1,1
2.125e-05,b00000000,1,0,1,1,1
2.15e-05,b00000000,1,0,1,1,1
2.175e-05,b00000000,1,0,1,1,1
2.2e-05,b00000000,1,0,1,1,1
2.225e-05,b00000000,1,0,1,1,1
2.25e-05,b00000000,1,0,1,1,1
2.275e-05,b00000000,1,0,1,1,1
2.3e-05,b00000000,1,0,1,1,1
2.325e-05,b00000000,1,0,1,1,1
2.35e-05,b00000000,1,0,1,1,1
2.375e-05,b00000000,1,0,1,1,1
2.4e-05,b00000000,1,0,1,1,1
2.425e-05,b00000000,1,0,1,1,1
2.45e-05,b00000000,1,0,1,1,1
2.475e-05,b00000000,1,0,1,1,1
2.5e-05,b00000000,1,0,1,1,1
2.525e-05,b00000000,1,0,1,1,1
2.55e-05,b00000000,1,0,1,1,1
2.575e-05,b00000000,1,0,1,1,1
2.6e-05,b00000000,1,0,1,1,1
2.625e-05,b00000000,1,0,1,1,1
2.65e-05,b00000000,1,1,1,1,1
2.675e-05,b00000000,1,1,1,1,1
2.7e-05,b00000000,1,1,1,1,1
2.725e-05,b00000000,1,1,1,1,1
2.75e-05,b00000000,1,1,1,1,1
2.775e-05,b00000000,1,1,1,1,1
2.8e-05,b00000000,1,1,1,1,1
2.825e-05,b00000000,1,1,1,1,1
2.85e-05,b00000000,1,1,1,1,1
2.875e-05,b00000000,1,1,1,1,1
2.9e-05,b00000000,1,1,1,1,1
2.925e-05,b00000000,1,1,1,1,1
2.95e-05,b00000000,1,1,1,1,1
2.975e-05,b00000000,1,1,1,1,1
3e-05,b00000000,1,1,1,1,1
3.025e-05,b00000000,1,1,1,1,1
3.05e-05,b00000000,1,1,1,1,1
3.075e-05,b00000000,1,1,1,1,1
3.1e-05,b00000000,1,1,1,1,1
3.125e-05,b00000000,1,1,1,1,1
3.15e-05,b00000000,1,1,1,1,1
3.175e-05,b00000000,1,1,1,1,1
3.2e-05,b00000000,1,1,1,1,1
3.225e-05,b00000000,1,1,1,1,1
3.25e-05,b00000000,1,1,1,1,1
3.275e-05,b00000000,1,1,1,1,1
3.3e-05,b00000000,1,1,1,1,1
3.325e-05,b00000000,1,1,1,1,1
3.35e-05,b00000000,1,1,1,1,1
3.375e-05,b00000000,1,1,1,1,1
3.4e-05,b00000000,1,1,1,1,1
3.425e-05,b00000000,1,1,1,1,1
3.45e-05,b00000000,1,1,1,1,1
3.475e-05,b00000000,1,1,1,1,1
3.5e-05,b00000000,1,1,1,1,1
3.525e-05,b00000000,1,1,1,1,1
3.55e-05,b00000000,1,1,1,1,1
3.575e-05,b00000000,1,1,1,1,1
3.6e-05,b00000000,1,1,1,1,1
3.625e-05,b00000000,1,1,1,1,1
3.65e-05,b00000000,1,1,1,1,1
3.675e-05,b00000000,1,1,1,1,1
3.7e-05,b00000000,1,1,1,1,1
3.725e-05,b00000000,1,1,1,1,1
3.75e-05,b00000000,1,1,1,1,1
3.775e-05,b00000000,1,1,1,1,1
3.8e-05,b00000000,1,1,1,1,1
3.825e-05,b00000000,1,1,1,1,1
3.85e-05,b00000000,1,1,1,1,1
3.875e-05,b00000000,1,1,1,1,1
3.9e-05,b00000000,1,1,0,1,1
3.925e-05,b00000000,1,1,0,1,1
3.95e-05,b00000000,1,1,0,1,1
3.975e-05,b00000000,1,1,0,1,1
4e-05,b00000000,1,1,0,1,1
4.025e-05,b00000000,1,1,0,1,1
4.05e-05,b00000000,1,1,0,1,1
4.075e-05,b00000000,1,1,0,1,1
4.1e-05,b00000000,1,1,0,1,1
4.125e-05,b00000000,1,1,0,1,1
4.15e-05,b00000000,1,1,0,1,1
4.175e-05,b00000000,1,1,0,1,1
4.2e-05,b00000000,1,1,0,1,1
4.225e-05,b00000000,1,1,0,1,1
4.25e-05,b00000000,1,1,0,1,1
4.275e-05,b00000000,1,1,0,1,1
4.3e-05,b00000000,1,1,0,1,1
4.325e-05,b00000000,1,1,0,1,1
4.35e-05,b00000000,1,1,0,1,1
4.375e-05,b00000000,1,1,0,1,1
4.4e-05,b00000000,1,1,0,1,1
4.425e-05,b00000000,1,1,0,1,1
4.45e-05,b00000000,1,1,0,1,1
4.475e-05,b00000000,1,1,0,1,1
4.5e-05,b00000000,1,1,0,1,1
4.525e-05,b00000000,1,1,0,1,1
4.55e-05,b00000000,1,1,0,1,1
4.575e-05,b00000000,1,1,0,1,1
4.6e-05,b00000000,1,1,0,1,1
4.625e-05,b00000000,1,1,0,1,1
4.65e-05,b00000000,1,1,0,1,1
4.675e-05,b00000000,1,1,0,1,1
4.7e-05,b00000000,1,1,0,1,1
4.725e-05,b00000000,1,1,0,1,1
4.75e-05,b00000000,1,1,0,1,1
4.775e-05,b00000000,1,1,0,1,1
4.8e-05,b00000000,1,1,0,1,1
4.825e-05,b00000000,1,1,0,1,1
4.85e-05,b00000000,1,1,0,1,1
4.875e-05,b00000000,1,1,0,1,1
4.9e-05,b00000000,1,1,0,1,1
4.925e-05,b00000000,1,1,0,1,1
4.95e-05,b00000000,1,1,0,1,1
4.975e-05,b00000000,1,1,0,1,1
5e-05,b00000000,1,1,0,1,1
5.025e-05,b00000000,1,1,0,1,1
5.05e-05,b00000000,1,1,0,1,1
5.075e-05,b00000000,1,1,0,1,1
5.1e-05,b00000000,1,1,0,1,1
5.125e-05,b00000000,1,1,0,1,1
5.15e-05,b00000000,1,1,0,1,1
5.175e-05,b00000000,1,1,0,1,1
5.2e-05,b00000000,1,1,0,1,1
5.225e-05,b00000000,1,1,0,1,1
5.25e-05,b00000000,1,1,0,1,1
5.275e-05,b00000000,1,1,0,1,1
5.3e-05,b00000000,1,1,0,1,1
5.325e-05,b00000000,1,1,0,1,1
5.35e-05,b00000000,1,1,0,1,1
5.375e-05,b00000000,1,1,0,1,1
5.4e-05,b00000000,1,1,0,1,1
5.425e-05,b00000000,1,1,0,1,1
5.45e-05,b00000000,1,1,1,1,1
5.475e-05,b00000000,1,1,1,1,1
5.5e-05,b00000000,1,1,1,1,1
5.525e-05,b00000000,1,1,1,1,1
5.55e-05,b00000000,1,1,1,1,1
5.575e-05,b00000000,1,1,1,1,1
5.6e-05,b00000000,1,1,1,1,1
5.625e-05,b00000000,1,1,1,1,1
5.65e-05,b00000000,1,1,1,1,1
5.675e-05,b00000000,1,1,1,1,1
5.7e-05,b00000000,1,1,1,1,1
5.725e-05,b00000000,1,1,1,1,1
5.75e-05,b00000000,1,1,1,1,1
5.775e-05,b00000000,1,1,1,1,1
5.8e-05,b00000000,1,1,1,1,1
5.825e-05,b00000000,1,1,1,1,1
5.85e-05,b00000000,1,1,1,1,1
5.875e-05,b00000000,1,1,1,1,1
5.9e-05,b00000000,1,1,1,1,1
5.925e-05,b00000000,1,1,1,1,1
5.95e-05,b00000000,1,1,1,1,1
5.975e-05,b00000000,1,1,1,1,1
6e-05,b00000000,1,1,1,1,1
6.025e-05,b00000000,1,1,1,1,1
6.05e-05,b00000000,1,1,1,1,1
6.075e-05,b00000000,1,1,1,1,1
6.1e-05,b00000000,1,1,1,1,1
6.125e-05,b00000000,1,1,1,1,1
6.15e-05,b00000000,1,1,1,1,1
6.175e-05,b00000000,1,1,1,1,1
6.2e-05,b00000000,1,1,1,1,1
6.225e-05,b00000000,1,1,1,1,1
6.25e-05,b00000000,1,1,1,1,1
